,month,line_name,subway_station,city,transfer_line,대합실면적,승강장면적,congestion_total,congestion_mean,get_in_total,get_out_total,peak_time_passengers_total,non_peak_time_passengers_total,passengers_total,peak_time_mean,non_peak_time_mean,passengers_mean,latitude,longitude
0,202111,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,83041,77394,67207,93228,160435,11201.166666666666,5179.333333333333,6684.791666666667,,
1,202112,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,76995,72576,62486,87085,149571,10414.333333333334,4838.055555555556,6232.125,,
2,202201,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,73086,68002,57528,83560,141088,9588.0,4642.222222222223,5878.666666666667,,
3,202202,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,63757,59900,50710,72947,123657,8451.666666666666,4052.6111111111113,5152.375,,
4,202203,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,88702,83991,69357,103336,172693,11559.5,5740.888888888889,7195.541666666667,,
5,202204,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,99176,92976,77719,114433,192152,12953.166666666666,6357.388888888889,8006.333333333333,,
6,202205,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,108755,102512,83727,127540,211267,13954.5,7085.555555555556,8802.791666666666,,
7,202206,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,91164,84938,72419,103683,176102,12069.833333333334,5760.166666666667,7337.583333333333,,
8,202207,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,84074,76705,69041,91738,160779,11506.833333333334,5096.555555555556,6699.125,,
9,202208,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,80384,74565,67232,87717,154949,11205.333333333334,4873.166666666667,6456.208333333333,,
10,202209,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,112492,107136,92477,127151,219628,15412.833333333334,7063.944444444444,9151.166666666666,,
11,202210,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,114239,108826,91060,132005,223065,15176.666666666666,7333.611111111111,9294.375,,
12,202211,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,116369,112431,95200,133600,228800,15866.666666666666,7422.222222222223,9533.333333333334,,
13,202212,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,96405,92515,76132,112788,188920,12688.666666666666,6266.0,7871.666666666667,,
14,202301,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,77965,72272,61375,88862,150237,10229.166666666666,4936.777777777777,6259.875,,
15,202302,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,81744,75418,63897,93265,157162,10649.5,5181.388888888889,6548.416666666667,,
16,202303,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,125874,121383,101854,145403,247257,16975.666666666668,8077.944444444444,10302.375,,
17,202304,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,116313,113105,94071,135347,229418,15678.5,7519.277777777777,9559.083333333334,,
18,202305,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,123384,119679,98453,144610,243063,16408.833333333332,8033.888888888889,10127.625,,
19,202306,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,105045,98554,82447,121152,203599,13741.166666666666,6730.666666666667,8483.291666666666,,
20,202307,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,88257,81902,71639,98520,170159,11939.833333333334,5473.333333333333,7089.958333333333,,
21,202308,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,85339,80358,70087,95610,165697,11681.166666666666,5311.666666666667,6904.041666666667,,
22,202309,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,109945,105184,89596,125533,215129,14932.666666666666,6974.055555555556,8963.708333333334,,
23,202310,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,116920,110634,91381,136173,227554,15230.166666666666,7565.166666666667,9481.416666666666,,
24,202311,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,115230,109723,92538,132415,224953,15423.0,7356.388888888889,9373.041666666666,,
25,202312,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,97690,92138,74853,114975,189828,12475.5,6387.5,7909.5,,
26,202401,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,84481,77578,66783,95276,162059,11130.5,5293.111111111111,6752.458333333333,,
27,202402,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,79019,72635,61310,90344,151654,10218.333333333334,5019.111111111111,6318.916666666667,,
28,202403,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,123146,117324,97123,143347,240470,16187.166666666666,7963.722222222223,10019.583333333334,,
29,202404,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,127362,121194,100402,148154,248556,16733.666666666668,8230.777777777777,10356.5,,
30,202405,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,126602,120973,98963,148612,247575,16493.833333333332,8256.222222222223,10315.625,,
31,202406,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,105208,98756,82261,121703,203964,13710.166666666666,6761.277777777777,8498.5,,
32,202407,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,92410,85996,75713,102693,178406,12618.833333333334,5705.166666666667,7433.583333333333,,
33,202408,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,87172,80525,70504,97193,167697,11750.666666666666,5399.611111111111,6987.375,,
34,202409,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,106114,101245,84710,122649,207359,14118.333333333334,6813.833333333333,8639.958333333334,,
35,202410,우이신설선,4.19민주묘지,강북구,1.0,,,0.0,,119210,112618,92767,139061,231828,15461.166666666666,7725.611111111111,9659.5,,
36,202111,3호선,가락시장,송파구,2.0,12557.98,3508.0,105.35,4.389583333333333,239847,236825,228365,248307,476672,38060.833333333336,13794.833333333334,19861.333333333332,37.492522,127.118234
37,202111,8호선,가락시장,송파구,2.0,5110.63,2617.5,129.95,5.414583333333333,207064,231658,210272,228450,438722,35045.333333333336,12691.666666666666,18280.083333333332,37.492522,127.118234
38,202112,3호선,가락시장,송파구,2.0,12557.98,3508.0,98.89999999999999,4.120833333333333,233713,228694,220345,242062,462407,36724.166666666664,13447.888888888889,19266.958333333332,37.492522,127.118234
39,202112,8호선,가락시장,송파구,2.0,5110.63,2617.5,123.69,5.15375,204630,226949,205864,225715,431579,34310.666666666664,12539.722222222223,17982.458333333332,37.492522,127.118234
40,202201,3호선,가락시장,송파구,2.0,12557.98,3508.0,96.41999999999999,4.017499999999999,227655,223209,208874,241990,450864,34812.333333333336,13443.888888888889,18786.0,37.492522,127.118234
41,202201,8호선,가락시장,송파구,2.0,5110.63,2617.5,120.61000000000001,5.0254166666666675,200275,220557,191984,228848,420832,31997.333333333332,12713.777777777777,17534.666666666668,37.492522,127.118234
42,202202,3호선,가락시장,송파구,2.0,12557.98,3508.0,86.86,3.6191666666666666,185811,181068,172846,194033,366879,28807.666666666668,10779.611111111111,15286.625,37.492522,127.118234
43,202202,8호선,가락시장,송파구,2.0,5110.63,2617.5,107.52,4.4799999999999995,161313,177528,159821,179020,338841,26636.833333333332,9945.555555555555,14118.375,37.492522,127.118234
44,202203,3호선,가락시장,송파구,2.0,12557.98,3508.0,89.65,3.735416666666667,211795,207521,199805,219511,419316,33300.833333333336,12195.055555555555,17471.5,37.492522,127.118234
45,202203,8호선,가락시장,송파구,2.0,5110.63,2617.5,111.47999999999999,4.645,184553,204401,183952,205002,388954,30658.666666666668,11389.0,16206.416666666666,37.492522,127.118234
46,202204,3호선,가락시장,송파구,2.0,12557.98,3508.0,103.6,4.316666666666666,235372,233397,223697,245072,468769,37282.833333333336,13615.111111111111,19532.041666666668,37.492522,127.118234
47,202204,8호선,가락시장,송파구,2.0,5110.63,2617.5,127.89,5.32875,204151,227746,205287,226610,431897,34214.5,12589.444444444445,17995.708333333332,37.492522,127.118234
48,202205,3호선,가락시장,송파구,2.0,12557.98,3508.0,108.74000000000001,4.530833333333334,256187,252293,239706,268774,508480,39951.0,14931.888888888889,21186.666666666668,37.492522,127.118234
49,202205,8호선,가락시장,송파구,2.0,5110.63,2617.5,130.89999999999998,5.454166666666666,214867,241908,215151,241624,456775,35858.5,13423.555555555555,19032.291666666668,37.492522,127.118234
50,202206,3호선,가락시장,송파구,2.0,12557.98,3508.0,107.25,4.46875,245031,240197,228744,256484,485228,38124.0,14249.111111111111,20217.833333333332,37.492522,127.118234
51,202206,8호선,가락시장,송파구,2.0,5110.63,2617.5,129.88,5.411666666666666,207270,231254,206811,231713,438524,34468.5,12872.944444444445,18271.833333333332,37.492522,127.118234
52,202207,3호선,가락시장,송파구,2.0,12557.98,3508.0,103.83,4.32625,246174,239298,231486,253986,485472,38581.0,14110.333333333334,20228.0,37.492522,127.118234
53,202207,8호선,가락시장,송파구,2.0,5110.63,2617.5,126.10999999999999,5.254583333333333,207824,232180,209908,230096,440004,34984.666666666664,12783.111111111111,18333.5,37.492522,127.118234
54,202208,3호선,가락시장,송파구,2.0,12557.98,3508.0,101.55,4.23125,239509,235220,226613,248116,474729,37768.833333333336,13784.222222222223,19780.375,37.492522,127.118234
55,202208,8호선,가락시장,송파구,2.0,5110.63,2617.5,122.57000000000001,5.107083333333334,203161,224406,204196,223371,427567,34032.666666666664,12409.5,17815.291666666668,37.492522,127.118234
56,202209,3호선,가락시장,송파구,2.0,12557.98,3508.0,107.49000000000001,4.478750000000001,244541,241900,227065,259376,486441,37844.166666666664,14409.777777777777,20268.375,37.492522,127.118234
57,202209,8호선,가락시장,송파구,2.0,5110.63,2617.5,127.98,5.3325000000000005,204222,227919,202447,229694,432141,33741.166666666664,12760.777777777777,18005.875,37.492522,127.118234
58,202210,3호선,가락시장,송파구,2.0,12557.98,3508.0,108.98,4.5408333333333335,256152,253412,233497,276067,509564,38916.166666666664,15337.055555555555,21231.833333333332,37.492522,127.118234
59,202210,8호선,가락시장,송파구,2.0,5110.63,2617.5,132.05,5.502083333333334,218030,242681,210294,250417,460711,35049.0,13912.055555555555,19196.291666666668,37.492522,127.118234
60,202211,3호선,가락시장,송파구,2.0,12557.98,3508.0,115.85,4.827083333333333,263591,260601,250081,274111,524192,41680.166666666664,15228.388888888889,21841.333333333332,37.492522,127.118234
61,202211,8호선,가락시장,송파구,2.0,5110.63,2617.5,138.83999999999997,5.784999999999999,221380,247442,219561,249261,468822,36593.5,13847.833333333334,19534.25,37.492522,127.118234
62,202212,3호선,가락시장,송파구,2.0,12557.98,3508.0,115.52,4.8133333333333335,271734,268416,245000,295150,540150,40833.333333333336,16397.222222222223,22506.25,37.492522,127.118234
63,202212,8호선,가락시장,송파구,2.0,5110.63,2617.5,144.42000000000002,6.017500000000001,238971,264854,227259,276566,503825,37876.5,15364.777777777777,20992.708333333332,37.492522,127.118234
64,202301,3호선,가락시장,송파구,2.0,12557.98,3508.0,103.61,4.317083333333334,244138,240317,223851,260604,484455,37308.5,14478.0,20185.625,37.492522,127.118234
65,202301,8호선,가락시장,송파구,2.0,5110.63,2617.5,128.64,5.359999999999999,212255,236540,203107,245688,448795,33851.166666666664,13649.333333333334,18699.791666666668,37.492522,127.118234
66,202302,3호선,가락시장,송파구,2.0,12557.98,3508.0,115.42,4.809166666666667,246680,240897,227777,259800,487577,37962.833333333336,14433.333333333334,20315.708333333332,37.492522,127.118234
67,202302,8호선,가락시장,송파구,2.0,5110.63,2617.5,140.14999999999998,5.839583333333333,209810,231893,203735,237968,441703,33955.833333333336,13220.444444444445,18404.291666666668,37.492522,127.118234
68,202303,3호선,가락시장,송파구,2.0,12557.98,3508.0,117.13,4.880416666666666,277052,270647,258785,288914,547699,43130.833333333336,16050.777777777777,22820.791666666668,37.492522,127.118234
69,202303,8호선,가락시장,송파구,2.0,5110.63,2617.5,141.27,5.88625,234197,258715,227582,265330,492912,37930.333333333336,14740.555555555555,20538.0,37.492522,127.118234
70,202304,3호선,가락시장,송파구,2.0,12557.98,3508.0,113.25999999999999,4.719166666666666,258718,253759,238758,273719,512477,39793.0,15206.611111111111,21353.208333333332,37.492522,127.118234
71,202304,8호선,가락시장,송파구,2.0,5110.63,2617.5,137.04000000000002,5.710000000000001,220292,242434,211788,250938,462726,35298.0,13941.0,19280.25,37.492522,127.118234
72,202305,3호선,가락시장,송파구,2.0,12557.98,3508.0,110.81,4.617083333333333,261814,256321,241212,276923,518135,40202.0,15384.611111111111,21588.958333333332,37.492522,127.118234
73,202305,8호선,가락시장,송파구,2.0,5110.63,2617.5,133.48999999999998,5.562083333333333,221165,244604,212551,253218,465769,35425.166666666664,14067.666666666666,19407.041666666668,37.492522,127.118234
74,202306,3호선,가락시장,송파구,2.0,12557.98,3508.0,113.49,4.72875,260118,253495,239102,274511,513613,39850.333333333336,15250.611111111111,21400.541666666668,37.492522,127.118234
75,202306,8호선,가락시장,송파구,2.0,5110.63,2617.5,137.24,5.718333333333334,220001,243436,214586,248851,463437,35764.333333333336,13825.055555555555,19309.875,37.492522,127.118234
76,202307,3호선,가락시장,송파구,2.0,12557.98,3508.0,108.08,4.503333333333333,255938,249385,238158,267165,505323,39693.0,14842.5,21055.125,37.492522,127.118234
77,202307,8호선,가락시장,송파구,2.0,5110.63,2617.5,130.18,5.424166666666667,215751,238344,211922,242173,454095,35320.333333333336,13454.055555555555,18920.625,37.492522,127.118234
78,202308,3호선,가락시장,송파구,2.0,12557.98,3508.0,105.33000000000001,4.388750000000001,249956,242630,233408,259178,492586,38901.333333333336,14398.777777777777,20524.416666666668,37.492522,127.118234
79,202308,8호선,가락시장,송파구,2.0,5110.63,2617.5,128.82,5.3675,214305,235178,211520,237963,449483,35253.333333333336,13220.166666666666,18728.458333333332,37.492522,127.118234
80,202309,3호선,가락시장,송파구,2.0,12557.98,3508.0,112.15,4.672916666666667,255938,251593,230849,276682,507531,38474.833333333336,15371.222222222223,21147.125,37.492522,127.118234
81,202309,8호선,가락시장,송파구,2.0,5110.63,2617.5,137.85999999999999,5.744166666666666,221260,244275,209043,256492,465535,34840.5,14249.555555555555,19397.291666666668,37.492522,127.118234
82,202310,3호선,가락시장,송파구,2.0,12557.98,3508.0,111.34,4.639166666666667,261985,258657,237573,283069,520642,39595.5,15726.055555555555,21693.416666666668,37.492522,127.118234
83,202310,8호선,가락시장,송파구,2.0,5110.63,2617.5,135.99,5.666250000000001,225375,249061,213211,261225,474436,35535.166666666664,14512.5,19768.166666666668,37.492522,127.118234
84,202311,3호선,가락시장,송파구,2.0,12557.98,3508.0,120.00999999999999,5.000416666666666,272605,270500,253051,290054,543105,42175.166666666664,16114.111111111111,22629.375,37.492522,127.118234
85,202311,8호선,가락시장,송파구,2.0,5110.63,2617.5,149.07,6.21125,239029,264383,231024,272388,503412,38504.0,15132.666666666666,20975.5,37.492522,127.118234
86,202312,3호선,가락시장,송파구,2.0,12557.98,3508.0,117.38999999999999,4.891249999999999,276070,272964,237765,311269,549034,39627.5,17292.722222222223,22876.416666666668,37.492522,127.118234
87,202312,8호선,가락시장,송파구,2.0,5110.63,2617.5,152.55,6.35625,252398,279827,229915,302310,532225,38319.166666666664,16795.0,22176.041666666668,37.492522,127.118234
88,202401,3호선,가락시장,송파구,2.0,12557.98,3508.0,113.21,4.717083333333333,267191,262115,245250,284056,529306,40875.0,15780.888888888889,22054.416666666668,37.492522,127.118234
89,202401,8호선,가락시장,송파구,2.0,5110.63,2617.5,143.95000000000002,5.997916666666668,239212,263047,229892,272367,502259,38315.333333333336,15131.5,20927.458333333332,37.492522,127.118234
90,202402,3호선,가락시장,송파구,2.0,12557.98,3508.0,113.21,4.717083333333333,241705,236451,216259,261897,478156,36043.166666666664,14549.833333333334,19923.166666666668,37.492522,127.118234
91,202402,8호선,가락시장,송파구,2.0,5110.63,2617.5,143.23999999999998,5.968333333333333,215070,236312,202054,249328,451382,33675.666666666664,13851.555555555555,18807.583333333332,37.492522,127.118234
92,202403,3호선,가락시장,송파구,2.0,12557.98,3508.0,114.67000000000002,4.777916666666667,271876,264226,245086,291016,536102,40847.666666666664,16167.555555555555,22337.583333333332,37.492522,127.118234
93,202403,8호선,가락시장,송파구,2.0,5110.63,2617.5,142.36,5.9316666666666675,236860,259878,224777,271961,496738,37462.833333333336,15108.944444444445,20697.416666666668,37.492522,127.118234
94,202404,3호선,가락시장,송파구,2.0,12557.98,3508.0,118.43,4.934583333333333,272120,263779,250674,285225,535899,41779.0,15845.833333333334,22329.125,37.492522,127.118234
95,202404,8호선,가락시장,송파구,2.0,5110.63,2617.5,145.73000000000002,6.072083333333334,233411,258682,226790,265303,492093,37798.333333333336,14739.055555555555,20503.875,37.492522,127.118234
96,202405,3호선,가락시장,송파구,2.0,12557.98,3508.0,116.11,4.837916666666667,275430,267551,249498,293483,542981,41583.0,16304.611111111111,22624.208333333332,37.492522,127.118234
97,202405,8호선,가락시장,송파구,2.0,5110.63,2617.5,142.32,5.93,235614,260927,225249,271292,496541,37541.5,15071.777777777777,20689.208333333332,37.492522,127.118234
98,202406,3호선,가락시장,송파구,2.0,12557.98,3508.0,113.12,4.713333333333334,259761,252088,234846,277003,511849,39141.0,15389.055555555555,21327.041666666668,37.492522,127.118234
99,202406,8호선,가락시장,송파구,2.0,5110.63,2617.5,136.96,5.706666666666667,219835,242665,211451,251049,462500,35241.833333333336,13947.166666666666,19270.833333333332,37.492522,127.118234
100,202407,3호선,가락시장,송파구,2.0,12557.98,3508.0,113.14,4.714166666666666,269113,259934,252457,276590,529047,42076.166666666664,15366.111111111111,22043.625,37.492522,127.118234
101,202407,8호선,가락시장,송파구,2.0,5110.63,2617.5,138.14,5.7558333333333325,228853,253133,229995,251991,481986,38332.5,13999.5,20082.75,37.492522,127.118234
102,202408,3호선,가락시장,송파구,2.0,12557.98,3508.0,104.07,4.33625,246962,239720,228978,257704,486682,38163.0,14316.888888888889,20278.416666666668,37.492522,127.118234
103,202408,8호선,가락시장,송파구,2.0,5110.63,2617.5,133.71,5.57125,223154,243365,219481,247038,466519,36580.166666666664,13724.333333333334,19438.291666666668,37.492522,127.118234
104,202409,3호선,가락시장,송파구,2.0,12557.98,3508.0,106.91000000000001,4.454583333333334,244600,239209,219507,264302,483809,36584.5,14683.444444444445,20158.708333333332,37.492522,127.118234
105,202409,8호선,가락시장,송파구,2.0,5110.63,2617.5,138.57,5.77375,221549,246286,211314,256521,467835,35219.0,14251.166666666666,19493.125,37.492522,127.118234
106,202410,3호선,가락시장,송파구,2.0,12557.98,3508.0,115.23,4.8012500000000005,272072,266829,246556,292345,538901,41092.666666666664,16241.388888888889,22454.208333333332,37.492522,127.118234
107,202410,8호선,가락시장,송파구,2.0,5110.63,2617.5,149.82999999999998,6.242916666666666,248238,274524,237333,285429,522762,39555.5,15857.166666666666,21781.75,37.492522,127.118234
108,202111,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,736.72,30.69666666666667,1161432,1152501,1543340,770593,2313933,257223.33333333334,42810.72222222222,96413.875,37.481072,126.882343
109,202111,경부선,가산디지털단지,금천구,1.0,,,0.0,,460280,541505,635029,366756,1001785,105838.16666666667,20375.333333333332,41741.041666666664,,
110,202112,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,700.1899999999999,29.17458333333333,1144630,1127758,1506878,765510,2272388,251146.33333333334,42528.333333333336,94682.83333333333,37.481072,126.882343
111,202112,경부선,가산디지털단지,금천구,1.0,,,0.0,,446234,525758,613786,358206,971992,102297.66666666667,19900.333333333332,40499.666666666664,,
112,202201,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,649.27,27.052916666666665,1062527,1044676,1395429,711774,2107203,232571.5,39543.0,87800.125,37.481072,126.882343
113,202201,경부선,가산디지털단지,금천구,1.0,,,0.0,,416089,489157,569635,335611,905246,94939.16666666667,18645.055555555555,37718.583333333336,,
114,202202,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,601.0699999999999,25.044583333333332,886082,875815,1170962,590935,1761897,195160.33333333334,32829.72222222222,73412.375,37.481072,126.882343
115,202202,경부선,가산디지털단지,금천구,1.0,,,0.0,,350318,415467,483210,282575,765785,80535.0,15698.611111111111,31907.708333333332,,
116,202203,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,608.8399999999999,25.36833333333333,990606,985370,1320231,655745,1975976,220038.5,36430.27777777778,82332.33333333333,37.481072,126.882343
117,202203,경부선,가산디지털단지,금천구,1.0,,,0.0,,405393,474177,559566,320004,879570,93261.0,17778.0,36648.75,,
118,202204,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,681.3199999999999,28.388333333333332,1070438,1069438,1418011,721865,2139876,236335.16666666666,40103.61111111111,89161.5,37.481072,126.882343
119,202204,경부선,가산디지털단지,금천구,1.0,,,0.0,,448766,526533,612834,362465,975299,102139.0,20136.944444444445,40637.458333333336,,
120,202205,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,695.28,28.97,1130310,1126227,1477568,778969,2256537,246261.33333333334,43276.055555555555,94022.375,37.481072,126.882343
121,202205,경부선,가산디지털단지,금천구,1.0,,,0.0,,476540,559975,643019,393496,1036515,107169.83333333333,21860.88888888889,43188.125,,
122,202206,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,693.73,28.905416666666667,1092945,1085926,1435217,743654,2178871,239202.83333333334,41314.11111111111,90786.29166666667,37.481072,126.882343
123,202206,경부선,가산디지털단지,금천구,1.0,,,0.0,,455833,533422,618522,370733,989255,103087.0,20596.277777777777,41218.958333333336,,
124,202207,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,689.54,28.730833333333333,1124921,1113030,1486469,751482,2237951,247744.83333333334,41749.0,93247.95833333333,37.481072,126.882343
125,202207,경부선,가산디지털단지,금천구,1.0,,,0.0,,458521,543211,635589,366143,1001732,105931.5,20341.277777777777,41738.833333333336,,
126,202208,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,669.4,27.891666666666666,1092138,1080396,1456398,716136,2172534,242733.0,39785.333333333336,90522.25,37.481072,126.882343
127,202208,경부선,가산디지털단지,금천구,1.0,,,0.0,,443340,523527,619192,347675,966867,103198.66666666667,19315.277777777777,40286.125,,
128,202209,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,681.2099999999999,28.383749999999996,1074300,1065198,1403355,736143,2139498,233892.5,40896.833333333336,89145.75,37.481072,126.882343
129,202209,경부선,가산디지털단지,금천구,1.0,,,0.0,,447322,528171,603849,371644,975493,100641.5,20646.88888888889,40645.541666666664,,
130,202210,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,675.02,28.125833333333333,1100489,1090286,1399453,791322,2190775,233242.16666666666,43962.333333333336,91282.29166666667,37.481072,126.882343
131,202210,경부선,가산디지털단지,금천구,1.0,,,0.0,,456467,542963,601870,397560,999430,100311.66666666667,22086.666666666668,41642.916666666664,,
132,202211,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,751.1700000000001,31.298750000000002,1184785,1174406,1562382,796809,2359191,260397.0,44267.166666666664,98299.625,37.481072,126.882343
133,202211,경부선,가산디지털단지,금천구,1.0,,,0.0,,479357,565979,652437,392899,1045336,108739.5,21827.722222222223,43555.666666666664,,
134,202212,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,721.1599999999999,30.04833333333333,1179670,1160883,1506279,834274,2340553,251046.5,46348.555555555555,97523.04166666667,37.481072,126.882343
135,202212,경부선,가산디지털단지,금천구,1.0,,,0.0,,460258,546816,608188,398886,1007074,101364.66666666667,22160.333333333332,41961.416666666664,,
136,202301,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,670.5699999999999,27.940416666666664,1096133,1080184,1431794,744523,2176317,238632.33333333334,41362.38888888889,90679.875,37.481072,126.882343
137,202301,경부선,가산디지털단지,금천구,1.0,,,0.0,,430096,510695,583007,357784,940791,97167.83333333333,19876.88888888889,39199.625,,
138,202302,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,753.0600000000001,31.3775,1108378,1099081,1457210,750249,2207459,242868.33333333334,41680.5,91977.45833333333,37.481072,126.882343
139,202302,경부선,가산디지털단지,금천구,1.0,,,0.0,,443084,520376,599575,363885,963460,99929.16666666667,20215.833333333332,40144.166666666664,,
140,202303,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,751.13,31.297083333333333,1217092,1220672,1599228,838536,2437764,266538.0,46585.333333333336,101573.5,37.481072,126.882343
141,202303,경부선,가산디지털단지,금천구,1.0,,,0.0,,498943,582979,668414,413508,1081922,111402.33333333333,22972.666666666668,45080.083333333336,,
142,202304,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,716.96,29.873333333333335,1125841,1125980,1462300,789521,2251821,243716.66666666666,43862.27777777778,93825.875,37.481072,126.882343
143,202304,경부선,가산디지털단지,금천구,1.0,,,0.0,,468666,548451,621269,395848,1017117,103544.83333333333,21991.555555555555,42379.875,,
144,202305,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,716.25,29.84375,1164594,1160002,1486542,838054,2324596,247757.0,46558.555555555555,96858.16666666667,37.481072,126.882343
145,202305,경부선,가산디지털단지,금천구,1.0,,,0.0,,471233,562317,630253,403297,1033550,105042.16666666667,22405.38888888889,43064.583333333336,,
146,202306,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,734.3199999999999,30.596666666666664,1154709,1151627,1506782,799554,2306336,251130.33333333334,44419.666666666664,96097.33333333333,37.481072,126.882343
147,202306,경부선,가산디지털단지,금천구,1.0,,,0.0,,464555,549956,629073,385438,1014511,104845.5,21413.222222222223,42271.291666666664,,
148,202307,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,716.54,29.855833333333333,1165870,1159614,1540825,784659,2325484,256804.16666666666,43592.166666666664,96895.16666666667,37.481072,126.882343
149,202307,경부선,가산디지털단지,금천구,1.0,,,0.0,,445417,521744,603781,363380,967161,100630.16666666667,20187.777777777777,40298.375,,
150,202308,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,709.28,29.55333333333333,1154436,1147447,1542935,758948,2301883,257155.83333333334,42163.77777777778,95911.79166666667,37.481072,126.882343
151,202308,경부선,가산디지털단지,금천구,1.0,,,0.0,,434163,503196,589570,347789,937359,98261.66666666667,19321.61111111111,39056.625,,
152,202309,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,694.28,28.92833333333333,1091299,1089326,1418625,762000,2180625,236437.5,42333.333333333336,90859.375,37.481072,126.882343
153,202309,경부선,가산디지털단지,금천구,1.0,,,0.0,,427044,491231,552837,365438,918275,92139.5,20302.11111111111,38261.458333333336,,
154,202310,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,692.19,28.841250000000002,1121209,1125220,1450996,795433,2246429,241832.66666666666,44190.72222222222,93601.20833333333,37.481072,126.882343
155,202310,경부선,가산디지털단지,금천구,1.0,,,0.0,,453298,521079,579982,394395,974377,96663.66666666667,21910.833333333332,40599.041666666664,,
156,202311,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,779.47,32.477916666666665,1224022,1224130,1619886,828266,2448152,269981.0,46014.77777777778,102006.33333333333,37.481072,126.882343
157,202311,경부선,가산디지털단지,금천구,1.0,,,0.0,,480239,551900,637313,394826,1032139,106218.83333333333,21934.777777777777,43005.791666666664,,
158,202312,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,692.59,28.857916666666668,1127044,1120764,1427765,820043,2247808,237960.83333333334,45557.944444444445,93658.66666666667,37.481072,126.882343
159,202312,경부선,가산디지털단지,금천구,1.0,,,0.0,,444202,513450,563226,394426,957652,93871.0,21912.555555555555,39902.166666666664,,
160,202401,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,762.39,31.76625,1239497,1234785,1663170,811112,2474282,277195.0,45061.77777777778,103095.08333333333,37.481072,126.882343
161,202401,경부선,가산디지털단지,금천구,1.0,,,0.0,,472347,541263,637751,375859,1013610,106291.83333333333,20881.055555555555,42233.75,,
