,month,line_name,subway_station,city,transfer_line,대합실면적,승강장면적,congestion_total,congestion_mean,get_in_total,get_out_total,peak_time_passengers_total,non_peak_time_passengers_total,passengers_total,peak_time_mean,non_peak_time_mean,passengers_mean,latitude,longitude
1157,202403,6호선,공덕,마포구,4.0,5722.06,4567.09,181.77999999999997,7.574166666666666,563331,543300,561013,545618,1106631,93502.16666666667,30312.11111111111,46109.625,37.544018,126.951592
1158,202403,경의선,공덕,마포구,4.0,,,0.0,,126929,101908,112016,116821,228837,18669.333333333332,6490.055555555556,9534.875,37.544018,126.951592
1159,202403,공항철도 1호선,공덕,마포구,4.0,,,0.0,,86337,120692,96297,110732,207029,16049.5,6151.777777777777,8626.208333333334,,
1160,202404,5호선,공덕,마포구,4.0,9683.54,1696.6,402.35,16.764583333333334,431481,449105,478114,402472,880586,79685.66666666667,22359.555555555555,36691.083333333336,37.544018,126.951592
1161,202404,6호선,공덕,마포구,4.0,5722.06,4567.09,189.36,7.890000000000001,565995,549651,574134,541512,1115646,95689.0,30084.0,46485.25,37.544018,126.951592
1162,202404,경의선,공덕,마포구,4.0,,,0.0,,126644,103771,114556,115859,230415,19092.666666666668,6436.611111111111,9600.625,37.544018,126.951592
1163,202404,공항철도 1호선,공덕,마포구,4.0,,,0.0,,86876,117013,97026,106863,203889,16171.0,5936.833333333333,8495.375,,
1164,202405,5호선,공덕,마포구,4.0,9683.54,1696.6,381.35,15.889583333333334,423089,439371,460167,402293,862460,76694.5,22349.61111111111,35935.833333333336,37.544018,126.951592
1165,202405,6호선,공덕,마포구,4.0,5722.06,4567.09,182.01,7.583749999999999,561179,546939,559689,548429,1108118,93281.5,30468.277777777777,46171.583333333336,37.544018,126.951592
1166,202405,경의선,공덕,마포구,4.0,,,0.0,,126771,104980,113677,118074,231751,18946.166666666668,6559.666666666667,9656.291666666666,37.544018,126.951592
1167,202405,공항철도 1호선,공덕,마포구,4.0,,,0.0,,86248,117011,95373,107886,203259,15895.5,5993.666666666667,8469.125,,
1168,202406,5호선,공덕,마포구,4.0,9683.54,1696.6,369.64,15.401666666666666,395491,413494,429818,379167,808985,71636.33333333333,21064.833333333332,33707.708333333336,37.544018,126.951592
1169,202406,6호선,공덕,마포구,4.0,5722.06,4567.09,176.66,7.360833333333333,528740,512167,523428,517479,1040907,87238.0,28748.833333333332,43371.125,37.544018,126.951592
1170,202406,경의선,공덕,마포구,4.0,,,0.0,,124108,99777,107888,115997,223885,17981.333333333332,6444.277777777777,9328.541666666666,37.544018,126.951592
1171,202406,공항철도 1호선,공덕,마포구,4.0,,,0.0,,85981,115641,92019,109603,201622,15336.5,6089.055555555556,8400.916666666666,,
1172,202407,5호선,공덕,마포구,4.0,9683.54,1696.6,386.76,16.115,425993,448689,492034,382648,874682,82005.66666666667,21258.222222222223,36445.083333333336,37.544018,126.951592
1173,202407,6호선,공덕,마포구,4.0,5722.06,4567.09,183.24,7.635000000000001,564884,550630,590465,525049,1115514,98410.83333333333,29169.38888888889,46479.75,37.544018,126.951592
1174,202407,경의선,공덕,마포구,4.0,,,0.0,,130285,104719,118204,116800,235004,19700.666666666668,6488.888888888889,9791.833333333334,37.544018,126.951592
1175,202407,공항철도 1호선,공덕,마포구,4.0,,,0.0,,91222,119467,101913,108776,210689,16985.5,6043.111111111111,8778.708333333334,,
1176,202408,5호선,공덕,마포구,4.0,9683.54,1696.6,351.85,14.660416666666668,387913,407791,439286,356418,795704,73214.33333333333,19801.0,33154.333333333336,37.544018,126.951592
1177,202408,6호선,공덕,마포구,4.0,5722.06,4567.09,169.3,7.054166666666667,522165,508445,535696,494914,1030610,89282.66666666667,27495.222222222223,42942.083333333336,37.544018,126.951592
1178,202408,경의선,공덕,마포구,4.0,,,0.0,,122806,97432,109193,111045,220238,18198.833333333332,6169.166666666667,9176.583333333334,37.544018,126.951592
1179,202408,공항철도 1호선,공덕,마포구,4.0,,,0.0,,87401,115334,94945,107790,202735,15824.166666666666,5988.333333333333,8447.291666666666,,
1180,202409,5호선,공덕,마포구,4.0,9683.54,1696.6,346.19000000000005,14.424583333333336,370701,386991,406912,350780,757692,67818.66666666667,19487.777777777777,31570.5,37.544018,126.951592
1181,202409,6호선,공덕,마포구,4.0,5722.06,4567.09,167.45999999999998,6.977499999999999,498243,488242,498466,488019,986485,83077.66666666667,27112.166666666668,41103.541666666664,37.544018,126.951592
1182,202409,경의선,공덕,마포구,4.0,,,0.0,,113988,92613,101959,104642,206601,16993.166666666668,5813.444444444444,8608.375,37.544018,126.951592
1183,202409,공항철도 1호선,공덕,마포구,4.0,,,0.0,,82361,108946,88135,103172,191307,14689.166666666666,5731.777777777777,7971.125,,
1184,202410,5호선,공덕,마포구,4.0,9683.54,1696.6,381.29999999999995,15.887499999999998,424348,437965,459123,403190,862313,76520.5,22399.444444444445,35929.708333333336,37.544018,126.951592
1185,202410,6호선,공덕,마포구,4.0,5722.06,4567.09,184.47,7.68625,570310,552755,565265,557800,1123065,94210.83333333333,30988.88888888889,46794.375,37.544018,126.951592
1186,202410,경의선,공덕,마포구,4.0,,,0.0,,130433,105805,115308,120930,236238,19218.0,6718.333333333333,9843.25,37.544018,126.951592
1187,202410,공항철도 1호선,공덕,마포구,4.0,,,0.0,,90559,117946,97884,110621,208505,16314.0,6145.611111111111,8687.708333333334,,
1188,202111,7호선,공릉,노원구,1.0,6386.29,2168.29,235.29000000000002,9.80375,331498,326669,312127,346040,658167,52021.166666666664,19224.444444444445,27423.625,37.625742,127.072896
1189,202112,7호선,공릉,노원구,1.0,6386.29,2168.29,223.78000000000003,9.324166666666668,325063,321706,302712,344057,646769,50452.0,19114.277777777777,26948.708333333332,37.625742,127.072896
1190,202201,7호선,공릉,노원구,1.0,6386.29,2168.29,203.51,8.479583333333332,294038,294198,270888,317348,588236,45148.0,17630.444444444445,24509.833333333332,37.625742,127.072896
1191,202202,7호선,공릉,노원구,1.0,6386.29,2168.29,200.23000000000002,8.342916666666667,260621,262067,237238,285450,522688,39539.666666666664,15858.333333333334,21778.666666666668,37.625742,127.072896
1192,202203,7호선,공릉,노원구,1.0,6386.29,2168.29,218.19,9.09125,317433,313252,291282,339403,630685,48547.0,18855.722222222223,26278.541666666668,37.625742,127.072896
1193,202204,7호선,공릉,노원구,1.0,6386.29,2168.29,245.78,10.240833333333333,347589,339939,317111,370417,687528,52851.833333333336,20578.722222222223,28647.0,37.625742,127.072896
1194,202205,7호선,공릉,노원구,1.0,6386.29,2168.29,255.87,10.66125,373595,365945,336413,403127,739540,56068.833333333336,22395.944444444445,30814.166666666668,37.625742,127.072896
1195,202206,7호선,공릉,노원구,1.0,6386.29,2168.29,235.27,9.802916666666667,331360,326654,302269,355745,658014,50378.166666666664,19763.61111111111,27417.25,37.625742,127.072896
1196,202207,7호선,공릉,노원구,1.0,6386.29,2168.29,227.95999999999998,9.498333333333333,331637,327186,305835,352988,658823,50972.5,19610.444444444445,27450.958333333332,37.625742,127.072896
1197,202208,7호선,공릉,노원구,1.0,6386.29,2168.29,215.12,8.963333333333333,311844,309914,291248,330510,621758,48541.333333333336,18361.666666666668,25906.583333333332,37.625742,127.072896
1198,202209,7호선,공릉,노원구,1.0,6386.29,2168.29,242.35,10.097916666666666,340751,337142,314171,363722,677893,52361.833333333336,20206.777777777777,28245.541666666668,37.625742,127.072896
1199,202210,7호선,공릉,노원구,1.0,6386.29,2168.29,243.25,10.135416666666666,353663,349385,320400,382648,703048,53400.0,21258.222222222223,29293.666666666668,37.625742,127.072896
1200,202211,7호선,공릉,노원구,1.0,6386.29,2168.29,258.24,10.76,363875,358391,337641,384625,722266,56273.5,21368.055555555555,30094.416666666668,37.625742,127.072896
1201,202212,7호선,공릉,노원구,1.0,6386.29,2168.29,243.13000000000002,10.130416666666667,353194,349549,317274,385469,702743,52879.0,21414.944444444445,29280.958333333332,37.625742,127.072896
1202,202301,7호선,공릉,노원구,1.0,6386.29,2168.29,212.87,8.869583333333333,307866,307379,281740,333505,615245,46956.666666666664,18528.055555555555,25635.208333333332,37.625742,127.072896
1203,202302,7호선,공릉,노원구,1.0,6386.29,2168.29,247.22,10.300833333333333,323453,321991,293034,352410,645444,48839.0,19578.333333333332,26893.5,37.625742,127.072896
1204,202303,7호선,공릉,노원구,1.0,6386.29,2168.29,268.06,11.169166666666667,390877,383891,356197,418571,774768,59366.166666666664,23253.944444444445,32282.0,37.625742,127.072896
1205,202304,7호선,공릉,노원구,1.0,6386.29,2168.29,258.68,10.778333333333334,364070,359468,328353,395185,723538,54725.5,21954.722222222223,30147.416666666668,37.625742,127.072896
1206,202305,7호선,공릉,노원구,1.0,6386.29,2168.29,258.93,10.78875,376854,371573,338630,409797,748427,56438.333333333336,22766.5,31184.458333333332,37.625742,127.072896
1207,202306,7호선,공릉,노원구,1.0,6386.29,2168.29,246.9,10.2875,348625,342001,314521,376105,690626,52420.166666666664,20894.722222222223,28776.083333333332,37.625742,127.072896
1208,202307,7호선,공릉,노원구,1.0,6386.29,2168.29,231.84,9.66,336423,333624,308938,361109,670047,51489.666666666664,20061.61111111111,27918.625,37.625742,127.072896
1209,202308,7호선,공릉,노원구,1.0,6386.29,2168.29,225.26999999999998,9.386249999999999,326439,324618,303458,347599,651057,50576.333333333336,19311.055555555555,27127.375,37.625742,127.072896
1210,202309,7호선,공릉,노원구,1.0,6386.29,2168.29,247.25,10.302083333333334,349125,342401,314894,376632,691526,52482.333333333336,20924.0,28813.583333333332,37.625742,127.072896
1211,202310,7호선,공릉,노원구,1.0,6386.29,2168.29,247.54999999999998,10.314583333333333,359435,356141,323949,391627,715576,53991.5,21757.055555555555,29815.666666666668,37.625742,127.072896
1212,202311,7호선,공릉,노원구,1.0,6386.29,2168.29,266.19,11.09125,375477,369130,344958,399649,744607,57493.0,22202.722222222223,31025.291666666668,37.625742,127.072896
1213,202312,7호선,공릉,노원구,1.0,6386.29,2168.29,245.39000000000001,10.224583333333333,358278,351006,310474,398810,709284,51745.666666666664,22156.11111111111,29553.5,37.625742,127.072896
1214,202401,7호선,공릉,노원구,1.0,6386.29,2168.29,235.0,9.791666666666666,340956,338374,312945,366385,679330,52157.5,20354.722222222223,28305.416666666668,37.625742,127.072896
1215,202402,7호선,공릉,노원구,1.0,6386.29,2168.29,241.27999999999997,10.053333333333333,316452,313439,280380,349511,629891,46730.0,19417.277777777777,26245.458333333332,37.625742,127.072896
1216,202403,7호선,공릉,노원구,1.0,6386.29,2168.29,267.02,11.125833333333333,389670,382135,346700,425105,771805,57783.333333333336,23616.944444444445,32158.541666666668,37.625742,127.072896
1217,202404,7호선,공릉,노원구,1.0,6386.29,2168.29,271.01,11.292083333333332,381732,376252,343512,414472,757984,57252.0,23026.222222222223,31582.666666666668,37.625742,127.072896
1218,202405,7호선,공릉,노원구,1.0,6386.29,2168.29,272.1,11.3375,397383,389108,346489,440002,786491,57748.166666666664,24444.555555555555,32770.458333333336,37.625742,127.072896
1219,202406,7호선,공릉,노원구,1.0,6386.29,2168.29,245.89999999999998,10.245833333333332,346505,341324,306387,381442,687829,51064.5,21191.222222222223,28659.541666666668,37.625742,127.072896
1220,202407,7호선,공릉,노원구,1.0,6386.29,2168.29,244.06999999999996,10.169583333333332,355437,350071,329379,376129,705508,54896.5,20896.055555555555,29396.166666666668,37.625742,127.072896
1221,202408,7호선,공릉,노원구,1.0,6386.29,2168.29,226.13,9.422083333333333,328953,324614,298238,355329,653567,49706.333333333336,19740.5,27231.958333333332,37.625742,127.072896
1222,202409,7호선,공릉,노원구,1.0,6386.29,2168.29,242.01999999999998,10.084166666666667,340164,336764,302102,374826,676928,50350.333333333336,20823.666666666668,28205.333333333332,37.625742,127.072896
1223,202410,7호선,공릉,노원구,1.0,6386.29,2168.29,259.23,10.801250000000001,377279,371986,336233,413032,749265,56038.833333333336,22946.222222222223,31219.375,37.625742,127.072896
1224,202111,9호선,공항시장,강서구,1.0,,,0.0,,82219,88195,74788,95626,170414,12464.666666666666,5312.555555555556,7100.583333333333,37.563726,126.810678
1225,202112,9호선,공항시장,강서구,1.0,,,0.0,,81483,87938,73888,95533,169421,12314.666666666666,5307.388888888889,7059.208333333333,37.563726,126.810678
1226,202201,9호선,공항시장,강서구,1.0,,,0.0,,76793,83718,68163,92348,160511,11360.5,5130.444444444444,6687.958333333333,37.563726,126.810678
1227,202202,9호선,공항시장,강서구,1.0,,,0.0,,67333,73005,60222,80116,140338,10037.0,4450.888888888889,5847.416666666667,37.563726,126.810678
1228,202203,9호선,공항시장,강서구,1.0,,,0.0,,76750,82753,70071,89432,159503,11678.5,4968.444444444444,6645.958333333333,37.563726,126.810678
1229,202204,9호선,공항시장,강서구,1.0,,,0.0,,83301,88660,74658,97303,171961,12443.0,5405.722222222223,7165.041666666667,37.563726,126.810678
1230,202205,9호선,공항시장,강서구,1.0,,,0.0,,88059,93297,77462,103894,181356,12910.333333333334,5771.888888888889,7556.5,37.563726,126.810678
1231,202206,9호선,공항시장,강서구,1.0,,,0.0,,84908,91000,75574,100334,175908,12595.666666666666,5574.111111111111,7329.5,37.563726,126.810678
1232,202207,9호선,공항시장,강서구,1.0,,,0.0,,86828,93605,78252,102181,180433,13042.0,5676.722222222223,7518.041666666667,37.563726,126.810678
1233,202208,9호선,공항시장,강서구,1.0,,,0.0,,84109,91082,77133,98058,175191,12855.5,5447.666666666667,7299.625,37.563726,126.810678
1234,202209,9호선,공항시장,강서구,1.0,,,0.0,,82785,88847,75329,96303,171632,12554.833333333334,5350.166666666667,7151.333333333333,37.563726,126.810678
1235,202210,9호선,공항시장,강서구,1.0,,,0.0,,86885,92879,77255,102509,179764,12875.833333333334,5694.944444444444,7490.166666666667,37.563726,126.810678
1236,202211,9호선,공항시장,강서구,1.0,,,0.0,,86119,92876,80200,98795,178995,13366.666666666666,5488.611111111111,7458.125,37.563726,126.810678
1237,202212,9호선,공항시장,강서구,1.0,,,0.0,,87686,94539,78949,103276,182225,13158.166666666666,5737.555555555556,7592.708333333333,37.563726,126.810678
1238,202301,9호선,공항시장,강서구,1.0,,,0.0,,79339,86681,72337,93683,166020,12056.166666666666,5204.611111111111,6917.5,37.563726,126.810678
1239,202302,9호선,공항시장,강서구,1.0,,,0.0,,78813,84589,71770,91632,163402,11961.666666666666,5090.666666666667,6808.416666666667,37.563726,126.810678
1240,202303,9호선,공항시장,강서구,1.0,,,0.0,,89122,95132,81711,102543,184254,13618.5,5696.833333333333,7677.25,37.563726,126.810678
1241,202304,9호선,공항시장,강서구,1.0,,,0.0,,86340,91796,77540,100596,178136,12923.333333333334,5588.666666666667,7422.333333333333,37.563726,126.810678
1242,202305,9호선,공항시장,강서구,1.0,,,0.0,,87747,92740,78651,101836,180487,13108.5,5657.555555555556,7520.291666666667,37.563726,126.810678
1243,202306,9호선,공항시장,강서구,1.0,,,0.0,,86952,91694,78237,100409,178646,13039.5,5578.277777777777,7443.583333333333,37.563726,126.810678
1244,202307,9호선,공항시장,강서구,1.0,,,0.0,,88523,94501,78646,104378,183024,13107.666666666666,5798.777777777777,7626.0,37.563726,126.810678
1245,202308,9호선,공항시장,강서구,1.0,,,0.0,,88089,93821,79855,102055,181910,13309.166666666666,5669.722222222223,7579.583333333333,37.563726,126.810678
1246,202309,9호선,공항시장,강서구,1.0,,,0.0,,85610,90790,75637,100763,176400,12606.166666666666,5597.944444444444,7350.0,37.563726,126.810678
1247,202310,9호선,공항시장,강서구,1.0,,,0.0,,89104,95005,78207,105902,184109,13034.5,5883.444444444444,7671.208333333333,37.563726,126.810678
1248,202311,9호선,공항시장,강서구,1.0,,,0.0,,88640,95102,80501,103241,183742,13416.833333333334,5735.611111111111,7655.916666666667,37.563726,126.810678
1249,202312,9호선,공항시장,강서구,1.0,,,0.0,,89768,94920,77784,106904,184688,12964.0,5939.111111111111,7695.333333333333,37.563726,126.810678
1250,202401,9호선,공항시장,강서구,1.0,,,0.0,,88539,95502,80597,103444,184041,13432.833333333334,5746.888888888889,7668.375,37.563726,126.810678
1251,202402,9호선,공항시장,강서구,1.0,,,0.0,,80918,87181,72183,95916,168099,12030.5,5328.666666666667,7004.125,37.563726,126.810678
1252,202403,9호선,공항시장,강서구,1.0,,,0.0,,91754,97923,80705,108972,189677,13450.833333333334,6054.0,7903.208333333333,37.563726,126.810678
1253,202404,9호선,공항시장,강서구,1.0,,,0.0,,93645,99230,83450,109425,192875,13908.333333333334,6079.166666666667,8036.458333333333,37.563726,126.810678
1254,202405,9호선,공항시장,강서구,1.0,,,0.0,,94719,100351,82250,112820,195070,13708.333333333334,6267.777777777777,8127.916666666667,37.563726,126.810678
1255,202406,9호선,공항시장,강서구,1.0,,,0.0,,89086,94367,77676,105777,183453,12946.0,5876.5,7643.875,37.563726,126.810678
1256,202407,9호선,공항시장,강서구,1.0,,,0.0,,93248,100360,85718,107890,193608,14286.333333333334,5993.888888888889,8067.0,37.563726,126.810678
1257,202408,9호선,공항시장,강서구,1.0,,,0.0,,89255,95685,79541,105399,184940,13256.833333333334,5855.5,7705.833333333333,37.563726,126.810678
1258,202409,9호선,공항시장,강서구,1.0,,,0.0,,84204,90798,74057,100945,175002,12342.833333333334,5608.055555555556,7291.75,37.563726,126.810678
1259,202410,9호선,공항시장,강서구,1.0,,,0.0,,93868,98926,82435,110359,192794,13739.166666666666,6131.055555555556,8033.083333333333,37.563726,126.810678
1260,202111,5호선,광나루,광진구,1.0,5765.2,2230.7,246.08999999999997,10.253749999999998,369381,338775,340727,367429,708156,56787.833333333336,20412.722222222223,29506.5,37.545303,127.10357
1261,202112,5호선,광나루,광진구,1.0,5765.2,2230.7,231.60999999999999,9.650416666666667,357309,331390,327622,361077,688699,54603.666666666664,20059.833333333332,28695.791666666668,37.545303,127.10357
1262,202201,5호선,광나루,광진구,1.0,5765.2,2230.7,216.03,9.00125,334397,308031,296423,346005,642428,49403.833333333336,19222.5,26767.833333333332,37.545303,127.10357
1263,202202,5호선,광나루,광진구,1.0,5765.2,2230.7,204.64,8.526666666666666,285697,263913,255208,294402,549610,42534.666666666664,16355.666666666666,22900.416666666668,37.545303,127.10357
1264,202203,5호선,광나루,광진구,1.0,5765.2,2230.7,212.38,8.849166666666667,328380,303139,304055,327464,631519,50675.833333333336,18192.444444444445,26313.291666666668,37.545303,127.10357
1265,202204,5호선,광나루,광진구,1.0,5765.2,2230.7,249.41999999999996,10.392499999999998,374491,343200,341250,376441,717691,56875.0,20913.38888888889,29903.791666666668,37.545303,127.10357
1266,202205,5호선,광나루,광진구,1.0,5765.2,2230.7,267.09,11.128749999999998,414894,379309,372944,421259,794203,62157.333333333336,23403.277777777777,33091.791666666664,37.545303,127.10357
1267,202206,5호선,광나루,광진구,1.0,5765.2,2230.7,256.95,10.706249999999999,385949,353518,345362,394105,739467,57560.333333333336,21894.722222222223,30811.125,37.545303,127.10357
1268,202207,5호선,광나루,광진구,1.0,5765.2,2230.7,244.45999999999998,10.185833333333333,379467,347424,343361,383530,726891,57226.833333333336,21307.222222222223,30287.125,37.545303,127.10357
1269,202208,5호선,광나루,광진구,1.0,5765.2,2230.7,240.70999999999998,10.029583333333333,372463,343220,340048,375635,715683,56674.666666666664,20868.61111111111,29820.125,37.545303,127.10357
1270,202209,5호선,광나루,광진구,1.0,5765.2,2230.7,256.3,10.679166666666667,383236,354299,348781,388754,737535,58130.166666666664,21597.444444444445,30730.625,37.545303,127.10357
1271,202210,5호선,광나루,광진구,1.0,5765.2,2230.7,268.44,11.185,414274,383979,366793,431460,798253,61132.166666666664,23970.0,33260.541666666664,37.545303,127.10357
1272,202211,5호선,광나루,광진구,1.0,5765.2,2230.7,277.58000000000004,11.565833333333336,412793,385976,374352,424417,798769,62392.0,23578.722222222223,33282.041666666664,37.545303,127.10357
1273,202212,5호선,광나루,광진구,1.0,5765.2,2230.7,263.83000000000004,10.992916666666668,407600,376913,358257,426256,784513,59709.5,23680.88888888889,32688.041666666668,37.545303,127.10357
1274,202301,5호선,광나루,광진구,1.0,5765.2,2230.7,233.34000000000003,9.722500000000002,360143,333701,316968,376876,693844,52828.0,20937.555555555555,28910.166666666668,37.545303,127.10357
1275,202302,5호선,광나루,광진구,1.0,5765.2,2230.7,270.14,11.255833333333333,375024,350558,329972,395610,725582,54995.333333333336,21978.333333333332,30232.583333333332,37.545303,127.10357
1276,202303,5호선,광나루,광진구,1.0,5765.2,2230.7,283.19,11.799583333333333,434821,407234,394776,447279,842055,65796.0,24848.833333333332,35085.625,37.545303,127.10357
1277,202304,5호선,광나루,광진구,1.0,5765.2,2230.7,280.03,11.667916666666665,416625,389139,369573,436191,805764,61595.5,24232.833333333332,33573.5,37.545303,127.10357
1278,202305,5호선,광나루,광진구,1.0,5765.2,2230.7,277.38,11.5575,426925,397864,379510,445279,824789,63251.666666666664,24737.722222222223,34366.208333333336,37.545303,127.10357
1279,202306,5호선,광나루,광진구,1.0,5765.2,2230.7,269.26,11.219166666666666,402314,372482,357506,417290,774796,59584.333333333336,23182.777777777777,32283.166666666668,37.545303,127.10357
1280,202307,5호선,광나루,광진구,1.0,5765.2,2230.7,251.86999999999998,10.494583333333333,389225,359678,346669,402234,748903,57778.166666666664,22346.333333333332,31204.291666666668,37.545303,127.10357
1281,202308,5호선,광나루,광진구,1.0,5765.2,2230.7,247.35999999999999,10.306666666666667,382173,353383,348268,387288,735556,58044.666666666664,21516.0,30648.166666666668,37.545303,127.10357
1282,202309,5호선,광나루,광진구,1.0,5765.2,2230.7,265.59999999999997,11.066666666666665,394603,369679,353054,411228,764282,58842.333333333336,22846.0,31845.083333333332,37.545303,127.10357
1283,202310,5호선,광나루,광진구,1.0,5765.2,2230.7,278.48,11.603333333333333,426790,401290,377191,450889,828080,62865.166666666664,25049.38888888889,34503.333333333336,37.545303,127.10357
1284,202311,5호선,광나루,광진구,1.0,5765.2,2230.7,286.94,11.955833333333333,426052,399701,388701,437052,825753,64783.5,24280.666666666668,34406.375,37.545303,127.10357
1285,202312,5호선,광나루,광진구,1.0,5765.2,2230.7,264.63,11.02625,407433,379376,348008,438801,786809,58001.333333333336,24377.833333333332,32783.708333333336,37.545303,127.10357
1286,202401,5호선,광나루,광진구,1.0,5765.2,2230.7,255.87,10.66125,393999,366854,354297,406556,760853,59049.5,22586.444444444445,31702.208333333332,37.545303,127.10357
1287,202402,5호선,광나루,광진구,1.0,5765.2,2230.7,261.25,10.885416666666666,362100,339538,318517,383121,701638,53086.166666666664,21284.5,29234.916666666668,37.545303,127.10357
1288,202403,5호선,광나루,광진구,1.0,5765.2,2230.7,279.6,11.65,428191,403220,380390,451021,831411,63398.333333333336,25056.722222222223,34642.125,37.545303,127.10357
1289,202404,5호선,광나루,광진구,1.0,5765.2,2230.7,291.76,12.156666666666666,433778,405831,385998,453611,839609,64333.0,25200.61111111111,34983.708333333336,37.545303,127.10357
1290,202405,5호선,광나루,광진구,1.0,5765.2,2230.7,283.59000000000003,11.816250000000002,436941,406359,382494,460806,843300,63749.0,25600.333333333332,35137.5,37.545303,127.10357
1291,202406,5호선,광나루,광진구,1.0,5765.2,2230.7,269.01,11.20875,400407,373671,348156,425922,774078,58026.0,23662.333333333332,32253.25,37.545303,127.10357
1292,202407,5호선,광나루,광진구,1.0,5765.2,2230.7,261.58,10.899166666666666,403477,374331,367462,410346,777808,61243.666666666664,22797.0,32408.666666666668,37.545303,127.10357
1293,202408,5호선,광나루,광진구,1.0,5765.2,2230.7,218.35999999999999,9.098333333333333,335652,313643,300912,348383,649295,50152.0,19354.61111111111,27053.958333333332,37.545303,127.10357
1294,202409,5호선,광나루,광진구,1.0,5765.2,2230.7,215.97,8.99875,317103,304326,277142,344287,621429,46190.333333333336,19127.055555555555,25892.875,37.545303,127.10357
1295,202410,5호선,광나루,광진구,1.0,5765.2,2230.7,240.57,10.02375,365216,350130,319282,396064,715346,53213.666666666664,22003.555555555555,29806.083333333332,37.545303,127.10357
1296,202111,7호선,광명사거리,광진구,,6693.2,2020.38,469.45000000000005,19.56041666666667,617695,605776,591526,631945,1223471,98587.66666666667,35108.055555555555,50977.958333333336,37.479252,126.854876
1297,202112,7호선,광명사거리,광진구,,6693.2,2020.38,450.75,18.78125,611155,602878,580718,633315,1214033,96786.33333333333,35184.166666666664,50584.708333333336,37.479252,126.854876
1298,202201,7호선,광명사거리,광진구,,6693.2,2020.38,427.43999999999994,17.81,578054,573117,533557,617614,1151171,88926.16666666667,34311.88888888889,47965.458333333336,37.479252,126.854876
1299,202202,7호선,광명사거리,광진구,,6693.2,2020.38,398.0,16.583333333333332,486263,481876,456588,511551,968139,76098.0,28419.5,40339.125,37.479252,126.854876
1300,202203,7호선,광명사거리,광진구,,6693.2,2020.38,407.77,16.990416666666665,552480,545716,526603,571593,1098196,87767.16666666667,31755.166666666668,45758.166666666664,37.479252,126.854876
1301,202204,7호선,광명사거리,광진구,,6693.2,2020.38,458.35,19.097916666666666,602704,591874,566020,628558,1194578,94336.66666666667,34919.88888888889,49774.083333333336,37.479252,126.854876
1302,202205,7호선,광명사거리,광진구,,6693.2,2020.38,474.89000000000004,19.787083333333335,646066,632924,600790,678200,1278990,100131.66666666667,37677.77777777778,53291.25,37.479252,126.854876
1303,202206,7호선,광명사거리,광진구,,6693.2,2020.38,467.37,19.47375,613204,604880,570150,647934,1218084,95025.0,35996.333333333336,50753.5,37.479252,126.854876
1304,202207,7호선,광명사거리,광진구,,6693.2,2020.38,455.20000000000005,18.96666666666667,616257,609683,575995,649945,1225940,95999.16666666667,36108.055555555555,51080.833333333336,37.479252,126.854876
1305,202208,7호선,광명사거리,광진구,,6693.2,2020.38,436.48,18.186666666666667,589880,585619,551843,623656,1175499,91973.83333333333,34647.555555555555,48979.125,37.479252,126.854876
1306,202209,7호선,광명사거리,광진구,,6693.2,2020.38,456.78,19.0325,599201,591289,555142,635348,1190490,92523.66666666667,35297.11111111111,49603.75,37.479252,126.854876
1307,202210,7호선,광명사거리,광진구,,6693.2,2020.38,458.97,19.12375,623165,612943,564639,671469,1236108,94106.5,37303.833333333336,51504.5,37.479252,126.854876
1308,202211,7호선,광명사거리,광진구,,6693.2,2020.38,473.34999999999997,19.722916666666666,620817,612853,583636,650034,1233670,97272.66666666667,36113.0,51402.916666666664,37.479252,126.854876
1309,202212,7호선,광명사거리,광진구,,6693.2,2020.38,462.40000000000003,19.26666666666667,627023,618335,570518,674840,1245358,95086.33333333333,37491.11111111111,51889.916666666664,37.479252,126.854876
1310,202301,7호선,광명사거리,광진구,,6693.2,2020.38,429.05,17.877083333333335,580428,575125,526546,629007,1155553,87757.66666666667,34944.833333333336,48148.041666666664,37.479252,126.854876
1311,202302,7호선,광명사거리,광진구,,6693.2,2020.38,471.07000000000005,19.627916666666668,576668,569238,528525,617381,1145906,88087.5,34298.944444444445,47746.083333333336,37.479252,126.854876
1312,202303,7호선,광명사거리,광진구,,6693.2,2020.38,482.38,20.099166666666665,654457,644697,609773,689381,1299154,101628.83333333333,38298.944444444445,54131.416666666664,37.479252,126.854876
1313,202304,7호선,광명사거리,광진구,,6693.2,2020.38,467.83,19.492916666666666,614216,605107,563598,655725,1219323,93933.0,36429.166666666664,50805.125,37.479252,126.854876
1314,202305,7호선,광명사거리,광진구,,6693.2,2020.38,460.89,19.20375,625783,615468,567161,674090,1241251,94526.83333333333,37449.444444444445,51718.791666666664,37.479252,126.854876
1315,202306,7호선,광명사거리,광진구,,6693.2,2020.38,459.4,19.141666666666666,602920,594413,551902,645431,1197333,91983.66666666667,35857.27777777778,49888.875,37.479252,126.854876
1316,202307,7호선,광명사거리,광진구,,6693.2,2020.38,432.01,18.000416666666666,584896,578558,537016,626438,1163454,89502.66666666667,34802.11111111111,48477.25,37.479252,126.854876
1317,202308,7호선,광명사거리,광진구,,6693.2,2020.38,423.79,17.65791666666667,572825,568532,530814,610543,1141357,88469.0,33919.055555555555,47556.541666666664,37.479252,126.854876
