line_name,station_name,city,peak_time_avg,non_peak_avg,total_time_avg
9호선,국회의사당,영등포구,87346.00925925926,20182.4074074074,36973.30787037036
9호선,김포공항,강서구,36027.17592592593,18422.007716049386,22823.29976851851
9호선,노들,동작구,19711.39351851852,7505.554012345678,10557.013888888889
9호선,노량진,동작구,114005.76388888889,44116.6574074074,61588.934027777774
9호선,당산,영등포구,84571.10648148147,31071.59259259259,44446.47106481481
9호선,동작,동작구,7284.717592592592,3563.3842592592587,4493.717592592592
9호선,등촌,강서구,52725.21759259259,18033.827160493827,26706.674768518522
9호선,마곡나루,강서구,60857.435185185175,19439.8024691358,29794.210648148157
9호선,사평,서초구,16462.796296296296,6275.598765432098,8822.398148148146
9호선,샛강,영등포구,29808.601851851854,9015.822530864196,14214.017361111115
9호선,선유도,영등포구,43686.069444444445,10963.580246913582,19144.202546296296
9호선,신논현,강남구,133986.82407407407,53311.331790123455,73480.20486111111
9호선,신목동,양천구,18842.48148148148,6162.626543209876,9332.59027777778
9호선,신반포,서초구,16450.939814814814,6879.8549382716055,9272.626157407407
9호선,신방화,강서구,30107.851851851854,11429.186728395061,16098.853009259261
9호선,양천향교,강서구,47165.94907407407,14714.899691358025,22827.66203703704
9호선,여의도,영등포구,144014.45833333334,36915.918209876545,63690.55324074072
